productId,name,brand,category,price,quantity
20259,Apple Mouse 965,Apple,Accessories,14473.07,130
20260,Adidas Air Fryer 412,Adidas,Home Appliances,3713.03,84
20261,HP Bed Frame 830,HP,Furniture,768.64,155
20262,Defy Backpack 643,Defy,Fashion,8466.05,188
20263,Logitech Couch 844,Logitech,Furniture,16632.43,103
20264,Nike Tablet 438,Nike,Electronics,11921.89,98
20265,Adidas Headphones 741,Adidas,Electronics,8137.48,185
20266,Philips Microwave 220,Philips,Home Appliances,4175.51,47
20267,Samsung Jacket 179,Samsung,Fashion,24859.74,50
20268,Defy Mouse 195,Defy,Accessories,13347.68,43
20269,Logitech Backpack 771,Logitech,Fashion,12427.05,113
20270,Adidas Power Bank 406,Adidas,Accessories,8905.9,46
20271,Nike TV 998,Nike,Electronics,24365.0,62
20272,Apple Power Bank 743,Apple,Accessories,17112.86,93
20273,Nike Power Bank 944,Nike,Accessories,5369.17,106
20274,Adidas Mouse 980,Adidas,Accessories,22490.91,74
20275,Apple Bed Frame 278,Apple,Furniture,1025.96,154
20276,Sony T-Shirt 239,Sony,Fashion,17743.25,72
20277,Philips Charger 670,Philips,Accessories,19797.74,3
20278,Defy Office Chair 501,Defy,Furniture,22190.45,61
20279,Apple Laptop 283,Apple,Electronics,2023.3,18
20280,JBL Charger 183,JBL,Accessories,10310.62,141
20281,Samsung Backpack 604,Samsung,Fashion,11771.6,166
20282,JBL Fridge 829,JBL,Home Appliances,1550.15,118
20283,Sony Keyboard 876,Sony,Accessories,22636.61,51
20284,Dell Tablet 816,Dell,Electronics,23957.47,114
20285,Apple Tablet 267,Apple,Electronics,176.49,198
20286,Philips Tablet 753,Philips,Electronics,6373.59,125
20287,LG Power Bank 962,LG,Accessories,2575.38,48
20288,Defy Office Chair 212,Defy,Furniture,16311.62,73
20289,Samsung Couch 989,Samsung,Furniture,2266.92,51
20290,JBL Microwave 836,JBL,Home Appliances,19691.74,81
20291,Dell Sneakers 110,Dell,Fashion,8607.39,151
20292,Defy Jacket 438,Defy,Fashion,22198.36,107
20293,HP Sneakers 770,HP,Fashion,1626.58,129
20294,Dell Jacket 475,Dell,Fashion,21781.64,10
20295,Adidas Kettle 542,Adidas,Home Appliances,24890.77,47
20296,Apple Air Fryer 757,Apple,Home Appliances,4295.81,106
20297,Logitech Power Bank 598,Logitech,Accessories,10021.3,182
20298,Adidas Sneakers 587,Adidas,Fashion,16640.21,33
20299,Apple Charger 661,Apple,Accessories,11481.35,19
20300,LG Laptop 642,LG,Electronics,374.54,159
20301,Philips Backpack 158,Philips,Fashion,3554.95,132
20302,HP Couch 613,HP,Furniture,24487.36,162
20303,Nike Washing Machine 889,Nike,Home Appliances,16868.15,77
20304,HP Charger 153,HP,Accessories,4274.58,120
20305,Sony Air Fryer 326,Sony,Home Appliances,24903.44,6
20306,JBL Power Bank 598,JBL,Accessories,13678.92,52
20307,Sony T-Shirt 958,Sony,Fashion,21284.23,173
20308,LG Washing Machine 714,LG,Home Appliances,22904.31,186
20309,Dell Power Bank 465,Dell,Accessories,11076.34,58
20310,LG Jeans 508,LG,Fashion,12386.13,91
20311,Logitech Backpack 918,Logitech,Fashion,17480.16,67
20312,Nike T-Shirt 566,Nike,Fashion,11936.88,82
20313,Philips Kettle 753,Philips,Home Appliances,12031.01,116
20314,Logitech Charger 784,Logitech,Accessories,18349.94,107
20315,Adidas Desk 646,Adidas,Furniture,11036.08,124
20316,Apple Jeans 166,Apple,Fashion,12806.37,67
20317,LG Desk 564,LG,Furniture,16951.43,63
20318,Dell Jacket 234,Dell,Fashion,16475.42,85
20319,Nike Smartphone 889,Nike,Electronics,6598.57,105
20320,Dell Mouse 177,Dell,Accessories,3215.54,122
20321,Defy Tablet 276,Defy,Electronics,3245.34,187
20322,Apple Charger 674,Apple,Accessories,24534.67,79
20323,Adidas Laptop 831,Adidas,Electronics,14747.56,36
20324,Apple T-Shirt 152,Apple,Fashion,5996.51,27
20325,Samsung Office Chair 186,Samsung,Furniture,10349.31,179
20326,Defy Mouse 976,Defy,Accessories,3025.07,51
20327,LG Microwave 220,LG,Home Appliances,23349.84,134
20328,Sony Office Chair 719,Sony,Furniture,18792.34,122
20329,Adidas Headphones 652,Adidas,Electronics,24358.17,94
20330,Samsung TV 453,Samsung,Electronics,9990.64,93
20331,Sony Couch 792,Sony,Furniture,11529.15,55
20332,Philips TV 227,Philips,Electronics,14951.27,117
20333,HP TV 280,HP,Electronics,4888.72,77
20334,HP Backpack 980,HP,Fashion,11437.88,50
20335,Dell TV 810,Dell,Electronics,22758.13,124
20336,Logitech Tablet 935,Logitech,Electronics,7583.64,133
20337,Nike Kettle 620,Nike,Home Appliances,17262.06,133
20338,Nike Keyboard 149,Nike,Accessories,18316.75,107
20339,Defy Jeans 458,Defy,Fashion,10642.54,39
20340,Sony Office Chair 463,Sony,Furniture,544.85,93
20341,Samsung Jacket 103,Samsung,Fashion,12760.07,159
20342,JBL Couch 149,JBL,Furniture,4303.0,187
20343,Logitech Keyboard 166,Logitech,Accessories,11583.19,139
20344,LG Couch 463,LG,Furniture,18884.63,59
20345,Samsung Tablet 884,Samsung,Electronics,12946.84,161
20346,Nike Office Chair 285,Nike,Furniture,24783.45,188
20347,Sony Smartphone 787,Sony,Electronics,5214.29,102
20348,Sony Backpack 975,Sony,Fashion,18199.17,87
20349,Sony Fridge 471,Sony,Home Appliances,22902.5,148
20350,Dell Couch 906,Dell,Furniture,19457.93,51
20351,Apple Office Chair 865,Apple,Furniture,5294.68,150
20352,Sony Mouse 408,Sony,Accessories,3157.5,38
20353,JBL Jeans 416,JBL,Fashion,10877.64,79
20354,Samsung Keyboard 156,Samsung,Accessories,22634.92,22
20355,LG Headphones 568,LG,Electronics,19392.58,154
20356,LG Sneakers 150,LG,Fashion,13012.72,187
20357,Apple Power Bank 588,Apple,Accessories,5906.51,22
20358,Philips Office Chair 292,Philips,Furniture,15934.54,66
20359,Adidas Couch 446,Adidas,Furniture,3199.7,186
20360,HP Microwave 742,HP,Home Appliances,8685.63,6
20361,Samsung Headphones 985,Samsung,Electronics,11765.14,32
20362,JBL Headphones 468,JBL,Electronics,7092.14,7
20363,Defy Couch 863,Defy,Furniture,2390.92,31
20364,Samsung Office Chair 785,Samsung,Furniture,3484.78,116
20365,Adidas Bed Frame 489,Adidas,Furniture,6030.76,51
20366,JBL Bed Frame 900,JBL,Furniture,6013.13,115
20367,Dell Backpack 525,Dell,Fashion,24317.53,146
20368,Adidas Headphones 146,Adidas,Electronics,22331.54,17
20369,Apple Desk 812,Apple,Furniture,14265.36,168
20370,Apple Kettle 662,Apple,Home Appliances,6412.88,81
20371,Philips Couch 399,Philips,Furniture,10578.39,103
20372,Logitech Washing Machine 920,Logitech,Home Appliances,2903.92,25
20373,Apple Keyboard 779,Apple,Accessories,19229.95,119
20374,Adidas Air Fryer 520,Adidas,Home Appliances,14887.51,49
20375,Defy Jeans 759,Defy,Fashion,8337.21,182
20376,Sony Sneakers 969,Sony,Fashion,2153.4,117
20377,Adidas Microwave 585,Adidas,Home Appliances,15266.87,161
20378,Logitech Backpack 238,Logitech,Fashion,118.46,141
20379,Logitech Smartphone 550,Logitech,Electronics,12721.45,174
20380,LG Laptop 965,LG,Electronics,22383.61,166
20381,Adidas Couch 304,Adidas,Furniture,13142.59,98
20382,Logitech TV 104,Logitech,Electronics,12476.9,98
20383,Philips Tablet 526,Philips,Electronics,13614.2,93
20384,JBL Tablet 220,JBL,Electronics,23693.96,141
20385,JBL Jeans 914,JBL,Fashion,8416.83,56
20386,JBL Sneakers 726,JBL,Fashion,9989.27,131
20387,Nike TV 495,Nike,Electronics,9162.18,59
20388,Nike Charger 940,Nike,Accessories,19387.95,131
20389,Sony Jeans 968,Sony,Fashion,9426.52,194
20390,HP Keyboard 988,HP,Accessories,13044.41,89
20391,Samsung Keyboard 150,Samsung,Accessories,21224.71,94
20392,Philips Keyboard 240,Philips,Accessories,23492.46,69
20393,Apple Smartphone 333,Apple,Electronics,1500.39,33
20394,Sony Tablet 202,Sony,Electronics,9105.7,106
20395,Apple Bed Frame 969,Apple,Furniture,23651.66,14
20396,Defy Keyboard 590,Defy,Accessories,2609.28,132
20397,Apple TV 577,Apple,Electronics,3439.07,118
20398,Philips Smartphone 520,Philips,Electronics,22199.19,199
20399,Samsung Smartphone 739,Samsung,Electronics,4546.13,81
20400,Dell Smartphone 871,Dell,Electronics,1126.92,50
20401,LG Headphones 371,LG,Electronics,13584.56,15
20402,Philips Sneakers 212,Philips,Fashion,3576.04,125
20403,Sony Jacket 381,Sony,Fashion,18503.54,59
20404,Defy Mouse 681,Defy,Accessories,5968.76,92
20405,Logitech Keyboard 344,Logitech,Accessories,12348.84,153
20406,Apple Desk 734,Apple,Furniture,18370.11,42
20407,Dell Jeans 127,Dell,Fashion,2318.41,37
20408,Dell Bed Frame 648,Dell,Furniture,3849.44,187
20409,Dell Office Chair 394,Dell,Furniture,12369.57,96
20410,Sony Jacket 971,Sony,Fashion,19816.44,115
20411,Samsung Jacket 177,Samsung,Fashion,6563.68,31
20412,JBL Headphones 869,JBL,Electronics,4978.25,157
20413,Defy T-Shirt 448,Defy,Fashion,17945.62,21
20414,HP Air Fryer 694,HP,Home Appliances,1522.39,125
20415,Nike Tablet 990,Nike,Electronics,14751.28,20
20416,Defy T-Shirt 185,Defy,Fashion,11706.87,127
20417,Samsung Laptop 617,Samsung,Electronics,2289.33,91
20418,HP Smartphone 402,HP,Electronics,7682.75,64
20419,JBL Jeans 173,JBL,Fashion,11373.53,176
20420,HP Laptop 577,HP,Electronics,3788.98,38
20421,Sony Laptop 550,Sony,Electronics,11135.09,181
20422,Adidas Desk 139,Adidas,Furniture,11223.49,152
20423,Dell Smartphone 595,Dell,Electronics,19783.72,97
20424,Apple Bed Frame 201,Apple,Furniture,17425.04,65
20425,HP Bed Frame 225,HP,Furniture,22452.42,185
20426,Logitech Couch 506,Logitech,Furniture,846.49,23
20427,Logitech Tablet 726,Logitech,Electronics,5825.52,60
20428,Apple Couch 781,Apple,Furniture,21043.82,18
20429,Philips Jacket 503,Philips,Fashion,9341.08,6
20430,Samsung Air Fryer 591,Samsung,Home Appliances,24397.07,73
20431,Philips Headphones 757,Philips,Electronics,8865.85,59
20432,Nike Microwave 977,Nike,Home Appliances,24849.76,161
20433,LG TV 938,LG,Electronics,14044.32,90
20434,Logitech Air Fryer 783,Logitech,Home Appliances,24674.61,7
20435,Defy Power Bank 819,Defy,Accessories,16928.49,40
20436,Nike Air Fryer 190,Nike,Home Appliances,8065.11,33
20437,Dell Office Chair 117,Dell,Furniture,8655.83,44
20438,Logitech Fridge 196,Logitech,Home Appliances,20532.33,7
20439,Logitech T-Shirt 924,Logitech,Fashion,5328.15,139
20440,Dell Headphones 589,Dell,Electronics,21089.22,134
20441,HP Charger 746,HP,Accessories,3920.08,120
20442,Logitech Air Fryer 450,Logitech,Home Appliances,14679.76,17
20443,Apple Charger 241,Apple,Accessories,20016.59,41
20444,Logitech Power Bank 216,Logitech,Accessories,2524.48,49
20445,Logitech Charger 401,Logitech,Accessories,2967.48,116
20446,Dell Washing Machine 357,Dell,Home Appliances,17569.6,140
20447,Defy Headphones 856,Defy,Electronics,8316.47,129
20448,Adidas Tablet 444,Adidas,Electronics,19034.47,158
20449,Nike Jacket 863,Nike,Fashion,16791.58,69
20450,Nike Keyboard 210,Nike,Accessories,11386.58,105
20451,HP Washing Machine 650,HP,Home Appliances,292.77,179
20452,Nike Power Bank 656,Nike,Accessories,6593.03,162
20453,Defy Jacket 490,Defy,Fashion,19930.55,14
20454,LG T-Shirt 738,LG,Fashion,20890.32,89
20455,Defy Tablet 462,Defy,Electronics,3500.64,100
20456,Logitech Laptop 154,Logitech,Electronics,6213.59,183
20457,Dell Office Chair 764,Dell,Furniture,20668.25,70
20458,Sony Office Chair 630,Sony,Furniture,18114.32,183
20459,Samsung Bed Frame 448,Samsung,Furniture,11658.09,71
20460,Apple Office Chair 556,Apple,Furniture,21175.95,69
20461,Defy Couch 659,Defy,Furniture,3133.93,89
20462,Philips Jacket 636,Philips,Fashion,18585.18,85
20463,Nike Keyboard 428,Nike,Accessories,17289.23,27
20464,Defy Couch 398,Defy,Furniture,10284.24,59
20465,Dell Jacket 612,Dell,Fashion,1494.67,96
20466,Sony Kettle 333,Sony,Home Appliances,23026.42,183
